GT3,Audi R8 LMS GT3 evo II,2022,13 kg,0 kg,imola
GT3,Bentley Continental,2018,-19 kg,0 kg,imola
GT3,AMR V8 Vantage,2019,-6 kg,0 kg,imola
GT3,BMW M4 GT3,2021,4 kg,0 kg,imola
GT3,Ferrari 296 GT3,2023,-1 kg,0 kg,imola
GT3,Honda NSX GT3 Evo,2019,-23 kg,0 kg,imola
GT3,Lamborghini Huracan GT3 EVO 2,2023,-7 kg,0 kg,imola
GT3,McLaren 720S GT3 Evo,2023,17 kg,0 kg,imola
GT3,Mercedes-AMG GT3,2020,10 kg,0 kg,imola
GT3,Porsche 992 GT3 R,2023,13 kg,0 kg,imola
GT3,Audi R8 LMS GT3 evo II,2022,15 kg,0 kg,brands_hatch
GT3,Bentley Continental,2018,-33 kg,0 kg,brands_hatch
GT3,AMR V8 Vantage,2019,7 kg,0 kg,brands_hatch
GT3,BMW M4 GT3,2021,14 kg,0 kg,brands_hatch
GT3,Ferrari 296 GT3,2023,-1 kg,0 kg,brands_hatch
GT3,Honda NSX GT3 Evo,2019,-13 kg,0 kg,brands_hatch
GT3,Lamborghini Huracan GT3 EVO 2,2023,21 kg,0 kg,brands_hatch
GT3,McLaren 720S GT3 Evo,2023,12 kg,0 kg,brands_hatch
GT3,Mercedes-AMG GT3,2020,0 kg,0 kg,brands_hatch
GT3,Porsche 992 GT3 R,2023,-22 kg,0 kg,brands_hatch
GT3,Audi R8 LMS GT3 evo II,2022,1 kg,0 kg,barcelona
GT3,Bentley Continental,2018,5 kg,0 kg,barcelona
GT3,AMR V8 Vantage,2019,-5 kg,0 kg,barcelona
GT3,BMW M4 GT3,2021,1 kg,0 kg,barcelona
GT3,Ferrari 296 GT3,2023,15 kg,0 kg,barcelona
GT3,Honda NSX GT3 Evo,2019,-8 kg,0 kg,barcelona
GT3,Lamborghini Huracan GT3 EVO 2,2023,19 kg,0 kg,barcelona
GT3,McLaren 720S GT3 Evo,2023,1 kg,0 kg,barcelona
GT3,Mercedes-AMG GT3,2020,-19 kg,0 kg,barcelona
GT3,Porsche 992 GT3 R,2023,-10 kg,0 kg,barcelona
GT3,Audi R8 LMS GT3 evo II,2022,11 kg,0 kg,paul_ricard
GT3,Bentley Continental,2018,-28 kg,0 kg,paul_ricard
GT3,AMR V8 Vantage,2019,12 kg,0 kg,paul_ricard
GT3,BMW M4 GT3,2021,-1 kg,0 kg,paul_ricard
GT3,Ferrari 296 GT3,2023,2 kg,0 kg,paul_ricard
GT3,Honda NSX GT3 Evo,2019,-27 kg,0 kg,paul_ricard
GT3,Lamborghini Huracan GT3 EVO 2,2023,14 kg,0 kg,paul_ricard
GT3,McLaren 720S GT3 Evo,2023,16 kg,0 kg,paul_ricard
GT3,Mercedes-AMG GT3,2020,14 kg,0 kg,paul_ricard
GT3,Porsche 992 GT3 R,2023,-12 kg,0 kg,paul_ricard
GT3,Nissan GT-R Nismo GT3,2018,5 kg,0 kg,paul_ricard
GT3,McLaren 720S GT3,2019,5 kg,0 kg,paul_ricard
GT3,Lexus RC F GT3,2016,2 kg,0 kg,paul_ricard
GT3,Audi R8 LMS GT3 evo II,2022,10 kg,0 kg,spa
GT3,Bentley Continental,2018,-14 kg,0 kg,spa
GT3,AMR V8 Vantage,2019,-3 kg,0 kg,spa
GT3,BMW M4 GT3,2021,6 kg,0 kg,spa
GT3,Ferrari 296 GT3,2023,14 kg,0 kg,spa
GT3,Honda NSX GT3 Evo,2019,-30 kg,0 kg,spa
GT3,Lamborghini Huracan GT3 EVO 2,2023,1 kg,0 kg,spa
GT3,McLaren 720S GT3 Evo,2023,24 kg,0 kg,spa
GT3,Mercedes-AMG GT3,2020,-5 kg,0 kg,spa
GT3,Porsche 992 GT3 R,2023,-4 kg,0 kg,spa
GT3,McLaren 720S GT3,2019,11 kg,0 kg,spa
GT3,Nissan GT-R Nismo GT3,2018,3 kg,0 kg,spa
GT3,Audi R8 LMS GT3 evo II,2022,8 kg,0 kg,cota
GT3,Bentley Continental,2018,-40 kg,0 kg,cota
GT3,AMR V8 Vantage,2019,2 kg,0 kg,cota
GT3,BMW M4 GT3,2021,8 kg,0 kg,cota
GT3,Ferrari 296 GT3,2023,7 kg,0 kg,cota
GT3,Honda NSX GT3 Evo,2019,-1 kg,0 kg,cota
GT3,Lamborghini Huracan GT3 EVO 2,2023,-14 kg,0 kg,cota
GT3,McLaren 720S GT3 Evo,2023,12 kg,0 kg,cota
GT3,Mercedes-AMG GT3,2020,13 kg,0 kg,cota
GT3,Porsche 992 GT3 R,2023,11 kg,0 kg,cota
GT3,Audi R8 LMS GT3 evo II,2022,13 kg,0 kg,valencia
GT3,Bentley Continental,2018,-8 kg,0 kg,valencia
GT3,AMR V8 Vantage,2019,-13 kg,0 kg,valencia
GT3,BMW M4 GT3,2021,5 kg,0 kg,valencia
GT3,Ferrari 296 GT3,2023,6 kg,0 kg,valencia
GT3,Honda NSX GT3 Evo,2019,-26 kg,0 kg,valencia
GT3,Lamborghini Huracan GT3 EVO 2,2023,11 kg,0 kg,valencia
GT3,McLaren 720S GT3 Evo,2023,9 kg,0 kg,valencia
GT3,Mercedes-AMG GT3,2020,-2 kg,0 kg,valencia
GT3,Porsche 992 GT3 R,2023,5 kg,0 kg,valencia
GT3,Audi R8 LMS GT3 evo II,2022,21 kg,0 kg,donington
GT3,Bentley Continental,2018,-40 kg,0 kg,donington
GT3,AMR V8 Vantage,2019,30 kg,0 kg,donington
GT3,BMW M4 GT3,2021,8 kg,0 kg,donington
GT3,Ferrari 296 GT3,2023,-4 kg,0 kg,donington
GT3,Honda NSX GT3 Evo,2019,-15 kg,0 kg,donington
GT3,Lamborghini Huracan GT3 EVO 2,2023,7 kg,0 kg,donington
GT3,McLaren 720S GT3 Evo,2023,1 kg,0 kg,donington
GT3,Mercedes-AMG GT3,2020,-6 kg,0 kg,donington
GT3,Porsche 992 GT3 R,2023,-1 kg,0 kg,donington
GT3,Nissan GT-R Nismo GT3,2018,24 kg,0 kg,donington
GT3,Audi R8 LMS GT3 evo II,2022,16 kg,0 kg,hungaroring
GT3,Bentley Continental,2018,-34 kg,0 kg,hungaroring
GT3,AMR V8 Vantage,2019,-17 kg,0 kg,hungaroring
GT3,BMW M4 GT3,2021,9 kg,0 kg,hungaroring
GT3,Ferrari 296 GT3,2023,-3 kg,0 kg,hungaroring
GT3,Honda NSX GT3 Evo,2019,-13 kg,0 kg,hungaroring
GT3,Lamborghini Huracan GT3 EVO 2,2023,9 kg,0 kg,hungaroring
GT3,McLaren 720S GT3 Evo,2023,21 kg,0 kg,hungaroring
GT3,Mercedes-AMG GT3,2020,-6 kg,0 kg,hungaroring
GT3,Porsche 992 GT3 R,2023,18 kg,0 kg,hungaroring
GT3,Audi R8 LMS GT3 evo II,2022,20 kg,-20 kg,indianapolis
GT3,Bentley Continental,2018,-16 kg,-20 kg,indianapolis
GT3,AMR V8 Vantage,2019,16 kg,-20 kg,indianapolis
GT3,BMW M4 GT3,2021,-1 kg,36 kg,indianapolis
GT3,Ferrari 296 GT3,2023,-29 kg,-20 kg,indianapolis
GT3,Honda NSX GT3 Evo,2019,-18 kg,22 kg,indianapolis
GT3,Lamborghini Huracan GT3 EVO 2,2023,8 kg,18 kg,indianapolis
GT3,McLaren 720S GT3 Evo,2023,9 kg,-20 kg,indianapolis
GT3,Mercedes-AMG GT3,2020,10 kg,-20 kg,indianapolis
GT3,Porsche 992 GT3 R,2023,1 kg,41 kg,indianapolis
GT3,Ferrari 488 GT3 Evo,2020,14 kg,-20 kg,indianapolis
GT3,McLaren 720S GT3,2019,12 kg,-20 kg,indianapolis
GT3,Audi R8 LMS GT3 evo II,2022,6 kg,0 kg,kyalami
GT3,Bentley Continental,2018,-16 kg,0 kg,kyalami
GT3,AMR V8 Vantage,2019,18 kg,0 kg,kyalami
GT3,BMW M4 GT3,2021,8 kg,0 kg,kyalami
GT3,Ferrari 296 GT3,2023,-11 kg,0 kg,kyalami
GT3,Honda NSX GT3 Evo,2019,-25 kg,0 kg,kyalami
GT3,Lamborghini Huracan GT3 EVO 2,2023,-1 kg,0 kg,kyalami
GT3,McLaren 720S GT3 Evo,2023,14 kg,0 kg,kyalami
GT3,Mercedes-AMG GT3,2020,4 kg,0 kg,kyalami
GT3,Porsche 992 GT3 R,2023,4 kg,0 kg,kyalami
GT3,Audi R8 LMS GT3 evo II,2022,12 kg,0 kg,misano
GT3,Bentley Continental,2018,-40 kg,0 kg,misano
GT3,AMR V8 Vantage,2019,-11 kg,0 kg,misano
GT3,BMW M4 GT3,2021,39 kg,0 kg,misano
GT3,Ferrari 296 GT3,2023,-1 kg,0 kg,misano
GT3,Honda NSX GT3 Evo,2019,-25 kg,0 kg,misano
GT3,Lamborghini Huracan GT3 EVO 2,2023,2 kg,0 kg,misano
GT3,McLaren 720S GT3 Evo,2023,13 kg,0 kg,misano
GT3,Mercedes-AMG GT3,2020,22 kg,0 kg,misano
GT3,Porsche 992 GT3 R,2023,-7 kg,0 kg,misano
GT3,McLaren 720S GT3,2019,1 kg,0 kg,misano
GT3,Audi R8 LMS GT3 evo II,2022,18 kg,0 kg,mount_panorama
GT3,Bentley Continental,2018,12 kg,0 kg,mount_panorama
GT3,AMR V8 Vantage,2019,-3 kg,0 kg,mount_panorama
GT3,BMW M4 GT3,2021,-7 kg,0 kg,mount_panorama
GT3,Ferrari 296 GT3,2023,-20 kg,0 kg,mount_panorama
GT3,Honda NSX GT3 Evo,2019,-17 kg,0 kg,mount_panorama
GT3,Lamborghini Huracan GT3 EVO 2,2023,9 kg,0 kg,mount_panorama
GT3,McLaren 720S GT3 Evo,2023,23 kg,0 kg,mount_panorama
GT3,Mercedes-AMG GT3,2020,-1 kg,0 kg,mount_panorama
GT3,Porsche 992 GT3 R,2023,-13 kg,0 kg,mount_panorama
GT3,Audi R8 LMS GT3 evo II,2022,2 kg,0 kg,nurburgring
GT3,Bentley Continental,2018,-28 kg,0 kg,nurburgring
GT3,AMR V8 Vantage,2019,1 kg,0 kg,nurburgring
GT3,BMW M4 GT3,2021,12 kg,0 kg,nurburgring
GT3,Ferrari 296 GT3,2023,7 kg,0 kg,nurburgring
GT3,Honda NSX GT3 Evo,2019,-19 kg,0 kg,nurburgring
GT3,Lamborghini Huracan GT3 EVO 2,2023,18 kg,0 kg,nurburgring
GT3,McLaren 720S GT3 Evo,2023,-6 kg,0 kg,nurburgring
GT3,Mercedes-AMG GT3,2020,5 kg,0 kg,nurburgring
GT3,Porsche 992 GT3 R,2023,9 kg,0 kg,nurburgring
GT3,Audi R8 LMS GT3 evo II,2022,13 kg,-4 kg,nurburgring_24h
GT3,Bentley Continental,2018,-17 kg,0 kg,nurburgring_24h
GT3,AMR V8 Vantage,2019,10 kg,-4 kg,nurburgring_24h
GT3,BMW M4 GT3,2021,14 kg,13 kg,nurburgring_24h
GT3,Ferrari 296 GT3,2023,22 kg,-4 kg,nurburgring_24h
GT3,Honda NSX GT3 Evo,2019,-25 kg,-4 kg,nurburgring_24h
